,rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,gender,salary,tax_rate
2660,rec-1099-org,tylah,alderman,159.0,heagney crescent,belmont towers,wingham,4655,vic,19721103.0,9020923,female,46281,0.19
2661,rec-610-org,caitlin,dudgeon,19.0,hull place,roachdale,mcleans ridges,4740,vic,19530820.0,5932933,female,71319,0.19
2662,rec-3701-org,oliver,riding,48.0,oliver street,glenlee,villawood,5320,tas,,3697022,male,41259,0.19
2663,rec-2361-org,jake,thorpe,28.0,springvale drive,willow dale,sandgate,4285,sa,19771011.0,1205567,male,40553,0.19
2664,rec-2515-org,erin,crouch,19.0,katherine avenue,kimberley grange,cable beach,4655,vic,19890522.0,6336016,female,8103,0.0
2665,rec-2973-org,noah,hingston,10.0,moorehead place,ironbark ridge,eight mile plains,5606,vic,19490705.0,8137426,male,-996,0.0
2666,rec-2323-org,madison,bridgland,4.0,crace street,yurnga,raleigh,4702,vic,19120329.0,9155269,female,27155,0.19
2667,rec-3235-org,olivia,everett,31.0,massey street,ainslie house,gundagai,4680,tas,19720708.0,9403742,female,48600,0.19
2668,rec-3241-dup-2,jack,camplbell,106.0,frencham lpace,llen nomis,alberton,4350,vic,19890807.0,3238238,male,8758,0.0
2669,rec-1497-org,crystal,clarke,11.0,gairdner circuit,the manor garden,,2519,vic,19111116.0,3151136,female,20963,0.19
2670,rec-1007-org,kye,campbell,3.0,aurora close,gosford rsl,mulgrave east,2330,sa,19641208.0,6623196,female,44847,0.19
2671,rec-3405-org,isabella,wheatley,2.0,hirschfeld crescent,gull cottage,blackbutt,2525,vic,19220107.0,7097177,female,10350,0.0
2672,rec-3964-org,amelia,montalvan,,kater place,booligal,malvern east,5033,nsw,19070101.0,1992783,female,45364,0.19
2673,rec-2583-org,joshua,howie,11.0,brownlow place,adare stock route road,portarlington,3216,tas,19320711.0,9583117,male,43076,0.19
2674,rec-2916-dup-0,joshua,bowerman,20.0,wray place,wisperin t pines,melton south,6016,qld,19320417.0,1991321,male,44047,0.19
2675,rec-3741-dup-0,michael,shepherd,70.0,hurry nplace,tintagel,penguin,4179,vic,19761129.0,8270855,male,65739,0.19
2676,rec-2247-org,kyle,ryan,97.0,dyurra place,brentwood vlge,greenfield park,4805,vic,19401104.0,8609698,female,69750,0.19
2677,rec-2477-org,tanyshah,yogarajan,13.0,gilmore crescent,retirement village,naracoorte,4301,qld,19361229.0,3799242,male,41125,0.19
2678,rec-1857-org,,campbell,33.0,burston place,argyle,para hills,3156,wa,19570827.0,2135852,None,19739,0.19
2679,rec-1601-org,lucy,de paoli,9.0,benjee place,willaroo,upwey,6163,vic,19500225.0,1559594,female,36961,0.19
2680,rec-3169-dup-0,bayden,lomman,4.0,fergusson crescent,,hurlstone park,2040,vic,19881004.0,8590575,female,10179,0.0
2681,rec-1281-org,sebastian,hauser,49.0,lansell circuit,rosedale,st kilda,3015,nsw,19141111.0,4512864,male,40826,0.19
2682,rec-225-org,ashley,rundle,45.0,noongale court,shingledale,wangaratta,3356,nsw,19170214.0,8230842,female,45787,0.19
2683,rec-2929-org,solomon,green,3.0,gelane street,,west perth,2527,sa,19250604.0,9587130,male,40543,0.19
2684,rec-2270-org,amy,clarke,6.0,,locn 1025,parmelia,6027,qld,19120219.0,6695723,female,46768,0.19
2685,rec-3881-org,kadin,palasis,6.0,pridham street,rhosewyn,kincumber,4017,nsw,19630221.0,1653383,male,40282,0.19
2686,rec-136-org,rebecca,kempe,46.0,william hudson crescent,,seven hills,3340,vic,19980529.0,3841196,female,16141,0.0
2687,rec-3825-org,evan,webb,4.0,bramble street,barton view,cecil hills,3095,tas,19731213.0,4110038,male,39628,0.19
2688,rec-2342-org,hayden,dixon,58.0,tallara parkway,glenview,vaucluse,3206,vic,19780505.0,8111145,male,28813,0.19
2689,rec-3213-org,nasyah,warde,65.0,jondol place,mcivor park,kilmore,2486,nsw,19740510.0,6041114,female,45667,0.19
2690,rec-3168-org,hannah,mcvilly,6.0,bathurst place,laane coree,rankin park,6112,nsw,19090901.0,7949417,female,44722,0.19
2691,rec-3436-dup-0,robbie,butt,,skirving place,rainbow ridge,ellenbrook,2614,nsw,19240911.0,8676855,male,40560,0.19
2692,rec-478-org,natalia,harrland,121.0,edmunds place,brightling park,severnlea,5417,nsw,19800313.0,1893606,female,45450,0.19
2693,rec-3099-dup-2,matthew,burman,32.0,burns circuit,gumnut cottage,tahmoor,3073,qld,19030823.0,4228403,male,43725,0.19
2694,rec-1224-org,emiily,skailes,48.0,corinna street,oroana aprtmnts,west perth,2036,qld,19750323.0,6530849,male,42673,0.19
2695,rec-3377-org,benjamin,white,46.0,bundeela street,padicam,mckinnon,4101,nsw,19880612.0,4443876,male,39491,0.19
2696,rec-2538-org,dayna,nguyen,9.0,florence taylor street,wheogo,elwood,6230,vic,19570328.0,7201088,female,40903,0.19
2697,rec-3254-org,harrison,seppelt,7.0,jackie howe crescent,holmwood cottage,hawthorn,5062,vic,19891107.0,6492725,male,2534,0.0
2698,rec-512-org,dominic,coatsworth,,biffin street,elmwood,murray bridge,2590,nsw,19241008.0,3995524,male,40366,0.19
2699,rec-3903-org,sara,lambert-smith,23.0,albermarle place,kiloran,macleay island,4221,qld,19801002.0,9872227,female,45782,0.19
2700,rec-1443-org,chelsea,ayres,18.0,pokana circuit,delicate nobby street,keilor east,6024,nsw,19130223.0,7240317,female,44529,0.19
2701,rec-493-org,lachlan,tiedemann,47.0,diamantina crescent,weeronga hostel,orange,6050,nsw,19000521.0,3897807,male,39821,0.19
2702,rec-58-org,william,dolan,46.0,weatherburn place,derry lodge,pakenham,3082,sa,19610724.0,7602826,male,39540,0.19
2703,rec-3875-dup-0,lauren,mcgregor,2.0,de gry place,montrose,vermont,3041,nsw,19780307.0,5674315,female,45479,0.19
2704,rec-3018-org,lily,campbell,24.0,kenyon circuit,,punchbowl,3072,nsw,19620902.0,6069476,female,44732,0.19
2705,rec-3702-org,aidan,faull,18.0,bottrill street,lagoon farm,port pirie,2480,act,19110506.0,2456313,male,7826,0.0
2706,rec-773-org,charlotte,ferrar,64.0,bamir square,ra 23012,stannifer,3085,nsw,19501126.0,8180661,female,45295,0.19
2707,rec-1703-org,katelin,gillard,188.0,burtt crescent,rosetta village,toorak,2440,tas,19761228.0,6354267,female,46249,0.19
2708,rec-3785-dup-0,lucas,nguyewh,18.0,melrose drive,emu doqns,bowral,2580,qld,19070330.0,4033633,male,39874,0.19
2709,rec-2733-dup-1,musolino,maxni,1.0,jinka stireet,kinross,windsor,6160,qld,,3686486,male,40127,0.19
2710,rec-983-org,harvey,lodge,13.0,goldstein crescent,reinfrew park,moffat beach,4012,vic,19010912.0,8258003,male,36487,0.19
2711,rec-3659-org,vianca,shank,13.0,burria place,geegeela,clayfield,4720,nsw,19131212.0,3468273,male,40097,0.19
2712,rec-11-org,kate,leslie,169.0,quinlivan crescent,inishmore,campsie,5453,vic,19250416.0,1026159,female,324798,0.45
2713,rec-1261-org,isabella,mcgregor,20.0,nina jones crescent,warramunda,bronte,2251,vic,19570616.0,2121314,female,31338,0.19
2714,rec-3989-org,talyah,ryan,52.0,goodman street,brentwood vlge,cronulla,2142,vic,19560206.0,7433213,male,79216,0.19
2715,rec-3604-org,jasper,dorn,16.0,dumaresq street,the mews royal hotel bldg,san remo,3038,nsw,19100127.0,2245187,male,39875,0.19
2716,rec-185-org,lara,alderman,14.0,yapunyah street,bulala,winston hills,4655,nsw,19391001.0,1192451,female,44706,0.19
2717,rec-1748-org,lynae,haberstich,257.0,edmond close,talawa,smithtown,2615,nsw,19140608.0,2792936,female,45682,0.19
2718,rec-892-dup-3,imogen,muehlbserg,17.0,,bluehills,parramatta,3300,qld,19300518.0,6631613,female,46468,0.19
2719,rec-2305-org,timothy,lowe,77.0,ironbark crescent,glenfern park,mosman,2207,qld,19570120.0,5862061,male,37747,0.19
2720,rec-2849-org,jack,croker,137.0,,ferndale,toormina,3620,vic,19440607.0,1796731,male,16004,0.0
2721,rec-3906-org,kaitlyn,webb,2.0,leonard close,,toorak,2064,qld,19140627.0,2814925,female,45194,0.19
2722,rec-1206-org,jarvis,webb,28.0,bunny street,attadandoo,safety beach,4870,vic,19590214.0,6223958,male,35948,0.19
2723,rec-872-org,amy,morrison,131.0,mcmillan crescent,mayfair,hamilton,2540,vic,19910914.0,4333721,female,20069,0.19
2724,rec-346-org,alexandra,ollivier,62.0,beaumont close,,bayswater north,2160,nsw,19340421.0,8698768,female,45298,0.19
2725,rec-2230-dup-1,nathan,,17.0,ijong street,sec 960,el arish,3220,,19260709.0,4874098,male,41863,0.19
2726,rec-3924-org,dylan,hyland,8.0,marchant circuit,laurel bank,waverley,4557,vic,19100618.0,1102927,male,132394,0.37
2727,rec-1286-org,jye,elrick,1.0,hibiscus crescent,grammar school,taylors beach,2650,qld,19420715.0,9051603,female,47343,0.19
2728,rec-658-org,jaggah,millar,46.0,cromwell circuit,,roxburgh park,5065,wa,19070729.0,5562743,female,102337,0.37
2729,rec-846-dup-1,lewis,bristow,10.0,knoke avenue,northstar ho liday resort,hamilton,6035,nsw,19311024.0,1374722,male,40767,0.19
2730,rec-2030-org,emma,krile,5.0,woodfull loop,flr 5 john flynn medical centre,nicholls,4560,wa,19920224.0,6056050,female,43467,0.19
2731,rec-1877-org,amber,green,10.0,leichhardt street,ronobri,normanhurst,2251,sa,19340111.0,6848056,female,45346,0.19
2732,rec-3407-org,dominic,matthews,67.0,campbell street,narraburra lodge,coonabarabran,3174,nsw,19470226.0,3115384,male,39508,0.19
2733,rec-533-org,samuel,lomman,23.0,warren place,ngere,devonport,4872,nsw,19031114.0,1215728,male,40424,0.19
2734,rec-508-org,macy,gold,7.0,chaseling street,el pedro caravan park,thornbury,2541,vic,19500326.0,4728256,female,14983,0.0
2735,rec-438-org,adam,o'shannessy,53.0,leibnitz place,bulala,woodville south,2093,vic,19790225.0,4508790,male,10362,0.0
2736,rec-1464-org,abbey,white,106.0,dobell circuit,espana village,,3199,vic,19200828.0,8247013,female,79288,0.19
2737,rec-540-dup-2,anthony,ryan,5.0,guthridgey rcescent,,chittasay bay,3810,qdl,19211114.0,2217488,male,70366,0.19
2738,rec-2500-org,joel,bowerman,1.0,field street,,molong,4228,vic,19090613.0,4028465,male,24283,0.19
2739,rec-2799-org,sara,van aardt,7.0,marou place,redlands,lalor,3165,nsw,19750628.0,7950048,female,45764,0.19
2740,rec-3813-org,brody,moubarak,1.0,irwin street,cruachan,ringwood,2075,qld,19360610.0,8771231,male,39932,0.19
2741,rec-939-org,joshua,walkley,2.0,reuther street,parklands estate,burwood east,2758,sa,19871023.0,4249008,male,40205,0.19
2742,rec-3148-org,laura,mitton,30.0,luckins place,rosehill,kirwan,3666,vic,19271002.0,1272415,female,9677,0.0
2743,rec-3779-dup-1,lillianna,white,245.0,duncan street,clearx reek,queenscliff,2763,sa,19620609.0,7798744,female,45046,0.19
2744,rec-3164-org,dylan,whillas,1.0,cataract street,st francis vlge,beecroft,3465,qld,19840419.0,5981860,male,40937,0.19
2745,rec-44-dup-3,jacob,allchin,2.0,sternberg crescent,ballina,glengpwrie,2650,nt,19480614.0,4453111,male,42455,0.19
2746,rec-783-org,sophie,seen,80.0,caldwell street,flr 8,geelong west,3125,wa,,1892347,female,106772,0.37
2747,rec-1297-org,madeline,burford,11.0,harrison street,ainslie house,greensborough,5320,qld,19560628.0,6718942,female,45459,0.19
2748,rec-2321-dup-2,jcaob,white,6.0,appel crescent,rothwelk,barcaldine,2160,qld,19210208.0,7690666,female,45933,0.19
2749,rec-2659-org,giuliana,kemsley,46.0,wray place,koenarl,spring hill,2606,nsw,19910327.0,3452350,female,45052,0.19
2750,rec-262-org,mitchell,egan,4.0,steffanoni circuit,brentwood vlge,gwynneville,7004,nsw,19980507.0,5688328,male,40355,0.19
2751,rec-3202-org,madelyn,wang,38.0,ovens street,buena vista,nambour,2577,wa,19280914.0,9961941,female,37230,0.19
2752,rec-569-org,jayden,stubbs,2.0,mauldon street,algonquin,denmark,4122,nsw,19790315.0,2812489,male,39845,0.19
2753,rec-3105-org,jacob,denholm,9.0,kenyon circuit,inglewood,hamilton north,4811,vic,19821128.0,3657124,male,60492,0.19
2754,rec-3627-org,caitlin,meaney,2.0,dawes street,greenslopes,cardiff,6168,qld,19090729.0,8328911,female,45580,0.19
2755,rec-1355-dup-0,paris,mcgregor,18.0,lexcen avenue,,frankston,3939,nsw,19301215.0,5422850,male,40447,0.19
2756,rec-1014-org,daniele,hare,63.0,burgan place,argyle,peakhurst,4740,vic,19981101.0,2457655,female,160938,0.37
2757,rec-2888-org,grace,coleman,1.0,o'connor circuit,timaru heights,hermit park,2478,vic,19221002.0,7944681,female,14387,0.0
2758,rec-120-org,,moody,177.0,lampard circuit,phyliss stewart house,dookie,5045,vic,19170327.0,6658819,None,142119,0.37
2759,rec-2793-org,chloe,leaver,11.0,shann place,caravn park,cherrybrook,4301,nsw,19900722.0,3018635,female,45325,0.19
2760,rec-89-org,nicholas,simonetti,32.0,pickworth street,ashell,kirwan,4005,nsw,19890410.0,8992443,male,40779,0.19
2761,rec-1658-org,christian,green,1.0,huelin circuit,carrington retrmnt vlge,inglewood,2484,vic,19220121.0,3375808,male,60559,0.19
2762,rec-1141-org,kasey,green,9.0,spofforth street,laureldale,rivett,2191,wa,,1683627,female,22458,0.19
2763,rec-1026-org,imogen,lavender,97.0,charlick place,dalkeith park,banks,2250,nsw,19920531.0,5340583,female,45677,0.19
2764,rec-1767-org,sophie,shepherd,154.0,badimara street,cherrybank,,3214,nsw,,2847474,female,45321,0.19
2765,rec-2085-org,zane,asher,29.0,currong street,,hamilton,2217,sa,19900316.0,5823367,female,45642,0.19
2766,rec-2879-dup-0,chelsea,kilby,58.0,launceston street,thuruna,geelon ggwest,3063,qld,19940503.0,8676751,female,43199,0.19
2767,rec-612-org,noah,white,48.0,howie court,st vincent hosp,cronulla,4740,vic,19801219.0,8452865,male,11827,0.0
2768,rec-2693-org,sebastian,millar,10.0,hobart avenue,little tinana,wellington point,2780,vic,19360222.0,2678134,male,3575,0.0
2769,rec-71-org,angie,hobson,286.0,chandler street,redwood village,armidale,2340,nsw,19390619.0,8503078,female,45224,0.19
2770,rec-3673-org,anthony,montalvo,31.0,mortlock circuit,sunnyview,prospect,2101,wa,19280209.0,1423216,male,18292,0.19
2771,rec-2183-dup-0,kyle,noack,71.0,mcmillan crescent,,creswick,2230,sa,19290903.0,3982346,female,45290,0.19
2772,rec-3048-org,jaiden,neumann,62.0,torrens street,norfolk estate,mundingburra,3082,nsw,19371111.0,1618355,male,39997,0.19
2773,rec-3658-org,robert,hamelink,27.0,streeter place,hartley st school,marks point,2170,vic,19660212.0,6484517,male,11616,0.0
2774,rec-1357-org,jessica,cupo,13.0,keys crescent,kepnock grove,invermay,2446,nsw,19610511.0,8556638,female,45401,0.19
2775,rec-3197-dup-0,samuel,rabe,89.0,gundulu place,sec 692,st albans,2604,nsw,19460312.0,2798365,male,40567,0.19
2776,rec-1237-dup-0,alec,clarke,,aurora close,border park,glenelg suoth,2201,vic,19780226.0,2472673,male,35414,0.19
2777,rec-1867-org,jade,wortmeyer,24.0,pleasance place,,nedlands,4179,vic,19700617.0,4196006,female,7686,0.0
2778,rec-3391-org,annalise,mcjannett,115.0,trickett place,rsl westhaven,charmhaven,4671,nsw,19720216.0,8337815,female,44789,0.19
2779,rec-641-dup-3,mhary,patesrn,12.0,maribyrnongsmavenue,rosedale,parraamtta,2166,vic,19820220.0,5843579,male,1328,0.0
2780,rec-2295-org,jeremy,seo,5.0,rushbrook circuit,hd willochra,eastwood,4305,nsw,19990731.0,3616990,male,39570,0.19
2781,rec-2110-org,dylan,balingit,18.0,gilday place,top camp,theodore,3031,qld,19290313.0,6449155,male,41108,0.19
2782,rec-256-org,montana,coleman,23.0,hammond close,wirreanda vlge,currans hill,5214,sa,19730512.0,6844641,female,45706,0.19
2783,rec-1543-org,kyle,novotny,86.0,mahon place,rowethorpe,rose bay,4170,qld,19151222.0,3910434,female,44461,0.19
2784,rec-776-org,hayley,blake,105.0,mccabe crescent,kindilan,condong,5223,sa,19301214.0,9365093,female,44752,0.19
2785,rec-1419-org,jessica,clarke,59.0,carron street,mt pleasant,vaucluse,3088,qld,19960705.0,6396291,female,46342,0.19
2786,rec-1960-org,,coulson,74.0,pialligo avenue,,casino,2671,qld,19900602.0,8578725,None,40459,0.19
2787,rec-3967-org,amy,musolino,45.0,willoughby crescent,bosmit,annandale,3730,vic,19291214.0,2970798,female,48937,0.19
2788,rec-3897-org,samantha,berry,7.0,chewings street,st vincents medical centre,kirribilli,3802,nsw,19240430.0,9239972,female,45529,0.19
2789,rec-3707-dup-0,georgia,dignam,66.0,mccay place,,daylesford,3216,nsw,19660610.0,7778628,female,45158,0.19
2790,rec-3321-org,benjamin,spinato,78.0,balsillie crescent,ferndale,glenside,3167,qld,19430307.0,9443152,male,40874,0.19
2791,rec-3770-org,macormack,matthews,46.0,doyle terrace,elston,vermont,7015,qld,19370308.0,4534306,female,46382,0.19
2792,rec-151-dup-0,maeison,ricmhind,33.0,mcinnes syreet,cooranga,craigmore,4035,vic,19090303.0,4982483,male,6816,0.0
2793,rec-791-org,chloe,cadman,8.0,handasyde street,walyaming farms,beaudesert,4680,vic,19950413.0,4457396,female,32114,0.19
2794,rec-1684-dup-0,ethan,lusted,78.0,baseby lace,,kiara,6214,sa,19950620.0,8084076,male,40509,0.19
2795,rec-113-dup-0,alice,riding,18.0,aspinall street,,maryxorough,2448,wa,19111205.0,4503673,female,72247,0.19
2796,rec-1167-org,joshua,dignam,16.0,medley street,pink lake caravan park,scarborough,2530,nsw,19330329.0,1600406,male,40724,0.19
2797,rec-3773-org,kalli,kulas,8.0,may maxwell crescent,australia fair medical west centre,st andrews,2428,tas,19121023.0,7832481,female,45589,0.19
2798,rec-2463-org,george,peachey,114.0,tingha place,larnach,broadmeadows,2166,vic,19760505.0,8457842,male,10730,0.0
2799,rec-2191-dup-0,lachlzn,egka,7.0,roebuck street,villa 184,broadmeadows,3020,qld,19050609.0,5020917,female,44695,0.19
2800,rec-1343-dup-1,ethan,hitchenor,106.0,shenton crescent,rocklea,brookfield,4710,wa,19970114.0,2038934,male,61787,0.19
2801,rec-3183-org,cameron,reid,130.0,pankhurst crescent,,barwon heads,2566,wa,19290911.0,3681965,male,30165,0.19
2802,rec-2401-org,cameron,coleman,10.0,edwards street,broadbridge manor,blackmans bay,3630,nsw,19871030.0,5502408,male,40490,0.19
2803,rec-3839-dup-0,luke,tiller,180.0,villa 3,mackellar csrescent,merrimac,2170,nsw,19301201.0,5873004,male,39491,0.19
2804,rec-874-dup-0,imogen,clarke,22.0,mathieson c rescent,laughalple farm,camperdown,2233,qld,19950710.0,6865413,female,45373,0.19
2805,rec-1902-org,ella,kuzmycz,18.0,elkington street,rockley,mont albert,2768,nsw,19270204.0,2588455,female,45170,0.19
2806,rec-358-org,daniel,lowe,81.0,dugdale street,gillabri,arcadia,3630,wa,19710116.0,6182582,male,75817,0.19
2807,rec-2461-dup-0,harriet,negri,1.0,mccabe crescent,bellbird vtge,norman hurst,2306,vic,19551128.0,6047697,female,18116,0.0
2808,rec-3211-org,ashlee,felmingham,11.0,mackenzie street,brentwood vlge,ringwood,2036,nsw,19131119.0,5477639,female,44587,0.19
2809,rec-2931-dup-0,annabella,modystach,26.0,stieglitz circuit,rosetta village,woodcroft,5000,nsw,19351112.0,4886879,female,44940,0.19
2810,rec-158-org,gabrielle,cochrane,,wilshire street,browne's reef,winthrop,3802,qld,19681006.0,6678498,female,44867,0.19
2811,rec-3193-dup-2,sylvie,morrion,20.0,aurora close,,lilydale,2203,sa,19820712.0,2753253,female,45525,0.19
2812,rec-2956-org,judah,white,4.0,bullala circuit,,mountain creek,3116,nsw,19120626.0,7378751,male,40731,0.19
2813,rec-2989-org,kayden,binns,60.0,linger place,linvale,bray park,5019,,19701230.0,2653649,male,41900,0.19
2814,rec-1034-org,daniel,bassani,106.0,fidge street,crisvale,geelong west,4131,sa,19120226.0,6266290,male,40114,0.19
2815,rec-1077-org,rosie,minter,27.0,aurora close,rawdon,trigg,5113,vic,19660316.0,8729674,female,9292,0.0
2816,rec-2301-org,jack,braithwaite,27.0,donaldson street,yarrabundy palms,edgewater,6064,qld,19141027.0,8849744,male,42544,0.19
2817,rec-3547-org,sarah,mamarika,18.0,playoust place,wahronga,bundamba,6061,tas,19780314.0,4876969,female,46152,0.19
2818,rec-3871-org,sarah,morrison,53.0,prichard circuit,innawyn,camperdown,4118,vic,19130827.0,5804379,female,26983,0.19
2819,rec-3368-org,olivia,lipscombe,235.0,bugden avenue,bungarra,lilydale,2156,nsw,19931118.0,6027054,female,45346,0.19
2820,rec-1585-dup-1,jack,nikolegc,82.0,burnie street,terrawah,lake tyrrs beach,3068,vic,19001003.0,7244613,male,18651,0.19
2821,rec-2337-dup-0,connor,campbell,148.0,batchelor street,flt 170,lavreton,4310,wa,19070427.0,8738165,male,69314,0.19
2822,rec-3890-dup-1,hannah,gree,9.0,lumeah street,,yuroke,4744,nsw,19241228.0,7692145,female,44715,0.19
2823,rec-2220-org,lachlan,sperber,,willcock place,,wangi wangi,2357,nsw,19880118.0,1770949,male,40235,0.19
2824,rec-1511-org,james,white,16.0,wenholz street,terra nostra,parramatta,4005,qld,19730729.0,7820214,male,38945,0.19
2825,rec-3419-org,adam,blake,125.0,finniss crescent,fraser lodge,prospect,2620,vic,19400510.0,4165197,male,40748,0.19
2826,rec-3929-org,shawn,petersen,1.0,macarthur avenue,wheatlea,murray bridge,4740,vic,19220925.0,9947334,male,25735,0.19
2827,rec-63-org,olivia,white,55.0,ern florence crescent,shopping village,mirrabooka,2260,vic,19000106.0,4996142,female,3924,0.0
2828,rec-3131-dup-0,tess,koenders,,lochbuy sutreet,anzac house (cnr racher s street,nunawading,2211,wa,19230116.0,4141693,female,125545,0.37
2829,rec-3528-org,joshua,seselja,17.0,brimage place,clifden,valentine,3103,qld,19180813.0,2624259,male,41619,0.19
2830,rec-878-dup-0,corrie,fraser,5.0,angophora street,bowill iac ourt,nambour,3201,qld,19010625.0,5274263,female,44096,0.19
2831,rec-69-org,chloe,millar,73.0,harrison street,flt 79,whitemore,3049,sa,19700804.0,6512572,female,44748,0.19
2832,rec-2286-org,jordan,clarke,53.0,kallara close,woombye trader building,mulgrave east,6006,tas,19600412.0,9646027,male,42378,0.19
2833,rec-1698-dup-0,kiana,laverty,27.0,alexander maciie circuit,fairburn park,swan hill,4211,nsw,19850402.0,9806497,female,45376,0.19
2834,rec-1912-dup-0,elli,sheremetjev,,hedland circuit,rosetta village,montmroency,4211,nsw,19480904.0,1142152,female,45405,0.19
2835,rec-2240-org,jamie,reni,29.0,florey drive,barkool,melville,2760,qld,19600301.0,9028804,female,46999,0.19
2836,rec-6-dup-2,jesse,jolly,,eucumbenze drive,pegg's creek,elwood,2171,vic,19461208.0,8758918,male,42194,0.19
2837,rec-3752-org,thomas,tossell,4.0,mcginness street,ainslie house,adamstown heights,4670,nsw,19690619.0,1062146,male,39928,0.19
2838,rec-2409-org,meggie,mason,74.0,weatherburn place,nunkeri,hammondville,3634,sa,19310222.0,9048388,male,40298,0.19
2839,rec-2892-dup-1,kyle,rushby,42.0,cory place,optima lodge,mount riverview,4128,nsw,19490720.0,2200695,female,44842,0.19
2840,rec-118-org,ewan,mccarthy,8.0,wanliss street,,mount gravatt,2261,tas,19321002.0,7920849,male,41439,0.19
2841,rec-380-org,eboni,white,19.0,phillip avenue,grey oaks,cape tribulation,3205,qld,19541105.0,9250242,female,45378,0.19
2842,rec-3959-org,christopher,green,56.0,bywaters place,oak park,lilydale,2567,vic,19260318.0,4827751,male,44380,0.19
2843,rec-3905-org,deakin,campbell,28.0,buik place,black snake creek,sunnybank,3121,nsw,19660323.0,3455551,male,40272,0.19
2844,rec-558-org,nicholas,lamprey,28.0,canberra avenue,westleigh,bargara,3078,nsw,19420428.0,1267227,male,40270,0.19
2845,rec-941-org,bethany,haeusler,5.0,david street,bracken leigh,williamstown,2906,nsw,19740412.0,7804536,female,45896,0.19
2846,rec-254-dup-1,maddison,roller,5.0,poruts place,glenlee,cromer,5504,nsw,19510401.0,3881429,female,45367,0.19
2847,rec-3763-org,spyke,clarke,39.0,werriwa crescent,lakeview park,newmarket,3630,wa,19411004.0,2865913,male,33283,0.19
2848,rec-2181-org,jye,nicoll,97.0,clambe place,waioma,buronga,6155,nsw,19300219.0,2104348,female,45479,0.19
2849,rec-665-org,matthew,wilde,8.0,balala place,railway cottage,broadwater,2035,nsw,19850328.0,7130362,male,39718,0.19
2850,rec-2991-dup-0,taylah,mason,11.0,captain cook crescent,women's health cottage,duncraig,3550,vic,19811231.0,9064068,male,5881,0.0
2851,rec-1764-org,oliver,blake,30.0,debenham street,,berwick,2031,qld,19121126.0,7150707,male,41808,0.19
2852,rec-1137-org,sienna,matzka,1849.0,clancy street,oakdale,caloola,3854,wa,19290110.0,3436286,female,44934,0.19
2853,rec-1473-org,spyke,vanbrecht,78.0,de little circuit,westside,scarborough,6050,nsw,19160229.0,7545005,male,39830,0.19
2854,rec-2238-org,delaney,berry,16.0,collings street,wellshot,rosebud,3108,nsw,19350227.0,5408495,female,44870,0.19
2855,rec-3115-org,mitchell,paterson,8.0,mugga way,leith,cranbourne,3280,vic,19651030.0,5196452,male,28177,0.19
2856,rec-1145-org,pace,huxley,78.0,sandover circuit,,paddington,4051,nsw,19760323.0,9318375,male,40307,0.19
2857,rec-3090-org,levi,bishop,98.0,hargraves crescent,glenhurst,wynnum west,2360,vic,19250108.0,1874436,male,56509,0.19
2858,rec-987-org,rhett,mewett,9.0,collings street,nanto,craigmore,2213,vic,19640517.0,8116985,male,11077,0.0
2859,rec-2746-org,zebediah,strehovski,128.0,hopegood place,rosetta village,geelong east,2256,wa,19640314.0,1825415,female,33243,0.19
2860,rec-3703-dup-0,jacqueline,crofts,10.0,cumpstond place,barwick wastoral,glenden,4805,act,19240818.0,4801307,female,139545,0.37
2861,rec-3635-org,marlee,thorpe,20.0,cerutty crescent,glenforslan,frankston,2040,tas,,3715057,female,45895,0.19
2862,rec-1258-org,joel,berry,4.0,burkitt street,carrowmore,edgecliff,4558,wa,19980219.0,1900351,male,41987,0.19
2863,rec-734-org,joshua,gilfedder,13.0,bon place,tubbarubba,mount eliza,3910,act,19531115.0,2107767,male,352,0.0
2864,rec-1409-org,benjamin,,17.0,birdwood street,the stables,maryborough,2350,vic,19421106.0,1712149,male,-402,0.0
2865,rec-544-org,cooper,holland-dukes,99.0,noble close,st francis village,,2443,qld,19040414.0,2142191,male,40061,0.19
2866,rec-2074-org,emiily,carmody,30.0,alexander mackie circuit,knox retirement village,rose bay,3714,nsw,19880523.0,7984957,male,40250,0.19
2867,rec-646-org,rebecca,slape,29.0,marcus clarke street,,pennant hills,4670,nsw,,8704289,female,45208,0.19
2868,rec-2052-org,cooper,paterson,6.0,hart street,ethnam farm,ravenshoe,2478,nsw,19910120.0,4531974,male,39948,0.19
2869,rec-3400-dup-1,heather,rawilngs,69.0,bundey street,rosetta village,kingsford,4169,vic,19300417.0,8052358,female,56480,0.19
2870,rec-1932-org,benjamin,wynne,42.0,buller crescent,trinity haven,lyonville,3219,qld,19000704.0,2403112,male,41508,0.19
2871,rec-2310-dup-0,talro,millar,20.0,sandover circuit,glengarry cottage,belmont,2656,nsw,19560920.0,2587303,female,45421,0.19
2872,rec-951-org,matthew,colantoni,35.0,outtrim avenue,prospect creek,broome,4370,wa,19350526.0,5672631,male,59482,0.19
2873,rec-2403-dup-2,ky,dixon,148.0,jinka street,enmo re,creswick,2602,wa,19080413.0,9162308,male,148637,0.37
